gene_name,NC,NC1,NC2,A,A1,A2
RNVU1-19,0,0,0,0,0,0
ABCG1,25.2636,25.6693,27.3331,12.3378,13.482,13.794
PLSCR4,0.0751253,0.186401,0.104744,0.732794,1.46665,1.44115
PLSCR5,0,0,0,0,0,0
ABCG4,0.108394,0.110472,0.0872916,0.145137,0.196063,0.172954
ABCG5,0,0.0124479,0.0100866,0,0,0
PLSCR1,202.477,223.666,234.477,32.0817,86.7966,77.4432
ABCG8,0,0,0,0,0,0
RP11-173L6.1,0,0,0,0,0,0
AC087738.1,0,0,0,0,0,0
RP11-519M16.1,0,0,0,0,0,0
CHKB-AS1,0.721273,1.25487,0.865732,0.66817,0.202997,0.528861
AC093786.1,0,0,0,0,0,0
RNU6-652P,0,0,0,0,0,0
CTD-3012A18.1,0.157277,0.167314,0.0848674,0,0.0935546,0.0849013
PHKA1-AS1,0,0,0,0,0.084796,0
GRASP,0.139049,0,0.0989925,0,0.0925388,0.23131
MT-CO1,7743.16,6421.12,5922.32,11612.3,9784.56,9305.72
KRTAP5-10,0,0,0,0,0,0
KRTAP5-11,0.0512261,0.0605771,0.060227,0.0613662,0.0383533,0.0698339
AC062029.1,0.414355,0.374382,0.370628,0.353965,0.223313,0.324047
AKR1B10,6.65323,9.85431,10.0789,79.0879,86.5212,82.1361
AKR1B15,0.135595,0.110389,0.142964,0.451783,0.277268,0.314883
RP11-77P16.3,0,0,0,0,0,0
AC087269.2,0,0,0,0,0,0
RP11-192H23.4,34.5232,36.9169,34.213,39.1594,36.8418,36.1392
AB019441.29,0,0,0.142492,0,0.0786832,0
RP11-77P16.4,0.163095,0.197161,0.241523,0.18517,0.071728,0.0919367
HIGD1AP2,0,0,0,0,0,0
HIGD1AP3,0,0,0,0,0,0
HIGD1AP1,0,0,0,0,0,0
C4orf32,5.17576,5.51978,5.66157,3.32145,2.77256,2.61324
C4orf33,4.93686,7.49055,7.74054,7.14074,9.75778,10.6454
HIGD1AP4,0,0,0,0,0,0
HIGD1AP5,0,0,0,0,0,0
HIGD1AP8,0,0,0,0,0,0
HIGD1AP9,0,0,0,0,0,0
RP11-962G15.1,0,0,0.0993211,0,0,0
RP11-23O13.1,0,0,0,0,0,0
RP11-328K2.1,0,0,0,0,0,0
NTRK3-AS1,0,0,0,0,0,0
RP4-564O4.1,0,0,0,0,0,0
RP11-378E13.3,0,0.0556311,0,0,0,0.05632
RP11-208P4.1,0,0,0,0,0,0
C15orf48,15.7084,13.7921,15.3326,1.60026,2.38732,2.18089
TSNAXIP1,0.160155,0.0567614,0.107344,0.42438,0.296724,0.404471
C15orf40,15.3399,12.2174,12.6047,8.73435,8.85357,9.59734
C15orf41,7.41919,8.89499,6.38072,6.33765,6.1429,7.14372
C15orf43,0,0,0,0,0,0
BX927139.2,0,0,0,0,0,0
PKD2,6.17263,5.57243,6.63065,5.56881,5.776,5.63081
PKD1,31.9109,31.4425,27.3487,19.1614,15.4284,18.7462
RP11-156E6.1,5.38351,6.30568,6.62845,4.63121,4.68992,4.4256
ZNF138,2.48176,2.91556,2.84151,2.08664,2.87364,2.68639
PRKACG,0.0206834,0,0,0,0,0
PRKACA,18.3518,19.1863,21.6456,32.9701,33.8362,30.829
PRKACB,11.1569,10.4159,9.24538,13.0368,16.1308,13.2474
ZNF131,14.0992,13.5918,14.8339,9.93338,7.89108,9.57241
ZNF132,2.5554,3.292,3.15975,3.79336,3.61103,3.40846
ZNF133,8.04586,8.21636,7.38876,5.74389,4.084,5.08645
ZNF134,10.8999,12.0753,14.1986,7.56125,9.72741,9.16711
ZNF135,0.759544,0.645165,0.637174,1.06365,0.972283,0.460569
ZNF136,2.22321,3.7603,3.45593,2.54845,1.94677,2.75084
C20orf78,0,0,0,0,0,0
RP4-676L2.1,0.0516769,0,0,0,0,0
RP11-34D15.2,0,0,0,0,0,0
SPG7,14.1855,12.8914,12.3625,22.9694,18.4127,20.4766
TMPRSS11CP,0.160897,0.208441,0.181949,0.605173,0.567505,0.678637
KLHDC9,0.854949,1.1151,0.957148,1.08135,0.632189,0.647893
ELK2BP,0,0,0,0,0,0
AC016405.1,0,0,0,0,0,0
IGHV7-40,0,0,0,0,0,0
RP11-168E14.1,0,0,0,0.840557,0.33127,0.701183
RNU7-102P,0,0,0,0,0,0
RPL22P11,0,0,0,0,0,0
ALMS1-IT1,0.208021,0.181499,0.120511,0.143335,0.0503152,0.091543
RNU7-30P,0,0,0,0,0,0
AC018705.5,0,0,0,0,0,0
RP1-13P20.6,2.198779,2.524426,1.74736,0.491186,0.5006316,0.6036522
KCNK4,0.157356,0.157266,0.110294,0.131547,0.183129,0.172215
KCNK5,0.0159217,0.0564624,0.0320726,0.0285932,0.0714909,0.0325202
KCNK6,23.3895,30.3102,26.1006,33.3422,38.1065,32.3726
KCNK7,1.03565,1.18393,1.10951,2.81791,2.62593,4.11584
KCNK1,12.1819,11.2775,13.7021,7.83209,7.99694,9.20623
KCNK2,0.0219688,0.0343395,0,0.0881616,0.0647868,0.00910194
KCNK3,0.00474616,0,0.0047658,0.113274,0.0584549,0.101537
RPL36P1,0,0,0,0,0,0
RP11-515C16.7,0,0,0,0,0,0
RP11-34P1.4,0,0,0,0,0,0
AL662890.9,0,0,0,0,0,0
RP11-34P1.1,0,0,0,0.214998,0,0
RP11-34P1.2,0,0,0,0,0,0.246763
MIR4726,0,0,0,0,0,0
MIR4727,0,0,0,0,0,0
MIR4724,3.19219,3.01859,3.18475,4.93121,4.15049,4.14483
MIR4725,0,0,0,0,0,0
MIR4722,0,0,0,0,0,0
MIR4723,11.6922,14.0715,16.0104,12.9101,16.3502,11.9973
MIR4720,3.90667,4.46213,3.89052,6.93187,6.52741,5.51713
SCAF11,29.0576,31.2549,30.0016,29.302,26.594,29.9422
NUP160,8.62112,10.3573,9.99125,7.8739,8.0462,8.0589
RP11-685B14.1,0,0,0,0,0,0
MIR4728,0,0,0,0,0,0
MIR4729,0,0,0,0,0,0
RP11-21B21.4,0,0,0,0.0670878,0,0.113084
RP11-298O21.5,0,0,0,0,0,0
RP11-523L20.1,0,0,0,0,0,0
RP11-523L20.2,0,0,0,0,0,0
FAM27A,0.480018,0.434604,0.366353,0.525042,0.323584,0.587534
PRMT5-AS1,3.65397,3.66393,4.46008,2.71226,1.84518,2.08638
CABYR,2.36014,2.71667,2.50414,3.72216,3.58214,3.29876
CTB-152G17.5,0.51089,0,0,0,0,0.197718
CTB-152G17.4,0,0,0,0,0,0
VWDE,1.47343,1.59281,1.37714,1.64002,1.28886,1.35184
RP11-598F17.2,0,0,0,0,0,0
GNA14,0.0124126,0.0252289,0,0.0149288,0.0139835,0
RP11-307N16.6,0.288954,0.296698,0.441208,1.00818,0.885532,0.699093
GNA12,21.012975,17.7761,19.165,17.6715,19.1151,17.8293
GNA13,17.4481,17.9342,18.5123,21.5582,20.1991,19.9885
GNA11,52.4693,51.2388,50.8834,34.3715,36.4851,38.3513
RP11-478C6.2,0,0,0,0.393334,0.240785,0
RP11-478C6.1,0,0,0.0944159,0,0.103947,0
RP11-478C6.6,0.244706,0.0869533,0.264856,0,0.291826,0.353087
RP11-478C6.5,0,1.45532,0.908776,0.722559,0.330172,0
RP11-478C6.4,0,0,0,0,0,0
AOX3P,0.133418,0,0,0,0,0.0152548
MFGE8,60.5295,50.954522,50.02096,80.71614,80.438276,80.66856
AC069513.4,0.114626,0.136522,0.038895,0.0462716,0.043277,0.0393573
C19orf18,2.38082,2.27638,1.96613,3.2996,2.04537,2.59088
FRRS1L,0.0106135,0.0107219,0.00709683,0.0042166,0.00791469,0.00720162
RNU6-354P,0,0,0,0,0,0
AC011357.1,0,0,0,0,0,0
RP11-435O5.4,0.31018,0.111951,0.11434,0.136857,0,0
RP11-298O21.7,0,0,0,0,0,0
SAR1B,33.5491,30.198,33.8284,34.5329,40.1229,37.401
ZBTB39,2.89602,2.94232,3.046,2.67533,2.43057,2.76679
OGDH,31.0294,32.2933,34.7218,39.3406,39.662,39.0066
TGFA-IT1,0,0,0,0.162537,0,0
SMIM11P1,0,0,0,0,0,0
SEMG1,0,0,0,0,0,0
RP11-888D10.3,0.497547,0.269726,0.291581,0.824293,0.643412,0.537864
SEMG2,0,0,0,0,0,0
RP11-888D10.4,0.318452,0.584408,0.329334,0.697339,0.284273,0.332202
C15ORF31,0,0,0,0,6.53564,0
AL691479.1,0,0,0,0,0,0
RPL13AP25,0,0,0,0,0.326927,0.0741986
RP5-1091N2.9,0,0,0,0,0,0
RPL13AP20,0.468647,0.57846,0.644864,0.0942477,0.387237,0.192572
DAZL,0,0,0,0,0,0
DAZ3,0,0,0,0,0,0
RP11-354K1.1,0,0,0,0,0,0
DAZ1,0,0,0,0,0,0
RP11-552D8.1,0,0,0,0,0,0
RP3-322G13.7,0,0,0,0,0,0.0487624
RP3-322G13.5,0.636502,0.396449,0.205051,0.360318,0,0.249003
BTN3A1,11.5271,11.6362,11.1343,12.7467,12.612,13.1748
RP11-58O15.1,0,0,0,0,0,0
NEUROG3,0,0,0,0,0,0
NEUROG2,0,0,0,0,0,0
NOX1,0.0273574,0.0139139,0,0.0223654,0,0.014025900000000001
NEUROG1,0,0,0,0,0,0
MIR3615,50.061292,57.934741,60.1514932,101.966835,108.818031,106.045504
TTTY7,0,0,0,0,0,0
C1orf132,0.621144,0.500095,0.45719,0.586038,0.420062,0.378199
GTF2F1,32.7676,30.6249,28.2707,25.2049,25.1118,24.3271
TTTY4,0,0,0,0,0,0
GTF2F2,55.18103,49.77628,50.48996,41.09278,42.65108,40.15275
C1orf134,3.08139,2.01203,2.22317,1.30574,3.3568,2.60978
CR759778.1,0,0,0,0,0,0
ZBTB37,1.40353,1.28949,1.05464,1.75484,1.60947,1.50765
CTA-972D3.2,0,0.272494,0.276845,0,0,0
TTTY8,0,0,0,0,0,0
RP11-720N19.1,0,0.046321,0,0,0,0
RP11-720N19.2,0,0,0,0,0,0
RP11-490M8.1,2.27748,1.62479,2.03983,2.04206,0.882359,1.90072
AL713890.1,0,0,0,0,0,0
RP11-298O21.3,0,0,0,0,0,0
MIR3189,0,0,0,0,0,0
MIR3188,0,0,0,0,0,0
TMEM132E,0,0,0,0,0,0
TMEM132D,0,0,0,0,0,0
MIR3185,0,0,0,0,0,0
KRT17P1,0.222633,0.226501,0.194162,0.259433,0.0631191,0.0726994
TMEM132A,30.215,28.4124,28.5253,42.1315,41.9276,41.833
MIR3182,0,0,0,0,0,0
TMEM132C,0,0,0,0,0,0.00899301
TMEM132B,0.212044,0.128222,0.227179,0.117476,0.11798,0.383638
RP11-501J20.5,0,0,0,0,0,0
AC093577.1,0,0,0,0,0,0
RP1-158P9.1,0,0,0,0,0,0
RP11-85G20.2,0,0,0,0,0,0
RP11-85G20.1,0,0.178225,0,0,0,0
RP11-298O21.2,0,0,0,0,0,0
H3F3C,0,0,0,0,0,0
H3F3B,624.044,598.587,571.714,373.36,430.44,422.501
H3F3A,118.869,94.462,91.1165,189.418,207.969,197.351
RP11-386P4.1,0,0,0,0,0,0
CCL21,0,0,0.0454777,0,0.0504104,0.0458055
CCL20,60.5222,82.7476,77.5112,16.6639,25.1422,29.2916
CCL23,0,0,0,0,0,0
CCL22,0.114143,0.179025,0.178081,0.21172,0.326782,0.350357
CCL25,0.0523456,0,0,0,0.0434043,0
RP11-244F12.1,0,0,0,0,0,0
CCL27,1.88933,3.01494,2.33488,1.43794,1.07018,2.47056
CCL26,0.175165,0.281293,0.180468,0.570268,0,0.190477
ALPK1,9.27596,10.3045,10.4828,5.75446,4.57879,5.08065
RP11-1186N24.5,21.3527,21.6452,20.0587,8.15737,8.19715,8.19369
ALPK2,0,0,0.00399695,0.0678634,0.0155986,0
RP11-398J5.1,0,0,0,0,0,0
ZNF736P11Y,0,0,0,0,0,0
RP11-476H20.1,0,0,0,0,0,0
MIR513B,0,0,0,0,0,0
RPL18AP2,0,0,0,0.133659,0,0
RPL18AP3,22.3938,19.1347,19.681,17.944,20.7516,16.9445
CUX2,4.92066,4.46669,3.82886,1.9924,2.02349,2.26612
RPL18AP7,0.342795,0.4387,0.297027,0.45836,0.557185,0.250511
AL158154.1,0,0,0,0,0,0
TRBV8-2,0,0,0,0,0,0
RP11-452B18.2,0,0,0,0,0,0
SGTA,19.9145,19.473,20.922,20.4473,20.2434,20.5157
OR7E55P,0,0,0,0,0,0
RNU6-471P,0,0,0,0,0,0
OR7E10P,0,0,0,0,0,0
RNU6-962P,0,0,0,0,0,0
CSNK1A1,314.156,314.448,314.775,185.888,197.333,200.288
GLYATL2,0,0,0,0,0,0
GLYATL3,0,0,0,0,0,0
GLYATL1,0.0136137,0,0,0,0,0
AC112249.1,0,0,0,0,0,0
RP11-475J5.8,0,0,0,0,0,0
LL22NC03-30E12.13,0,0,0,0,0,0
LL22NC03-30E12.10,0,0,0,0,0,0
LL22NC03-30E12.11,0,0,0,0,0,0
RP11-385N17.3,0,0,0,0,0,0
YWHAZP8,0,0,0,0,0,0
YWHAZP2,0,0,0,0,0,0
YWHAZP3,0.105868,0.110614,0.0556903,0,0.123279,0.111981
ACTN4P2,0,0,0,0,0,0
YWHAZP6,0,0,0,0,0,0
RAP1B,106.996617,115.043634,132.556433,112.557354,117.5390566,117.548506
RAP1A,53.9932,47.1671,49.4857,41.0749,39.8792,40.6665
YWHAZP5,0.0537385,0,0.113163,0,0,0
RP11-475J5.9,0,0,0,0,0,0
CTC-575I10.1,0.160382,0,0,0.207289,0.095521,0
SNORA68,1439.83,965.39,960.421,853.4,883.002,814.051
SNORA69,2702.43,2164.65,2254.36,2057.29,2056.33,1960.38
LRRC37A12P,0,0,0,0,0,0
SNORA64,1849.67,1315.94,1337.28,1093.56,1054.18,1020.89
SNORA65,0,0,0,0,0,0
SNORA66,0,0,0,0,0,0
SNORA67,587.877,681.728,644.108,779.698,547.646,551.088
SNORA60,0,19.6603,0,0,0,0
SNORA62,1308.61,937.308,956.704,820.807,768.157,738.851
SNORA63,256.60109,164.30549,171.67256,240.98673,184.08123,183.51596
RNU4-54P,0,0,0,0,0,0
AP001067.1,0,0,0,0,0,0
AC073900.4,0,0,0,0,0,0
OR51V1,0,0,0,0,0,0
TRIM40,0.019689,0,0,0,0,0
RN7SL449P,0,0,0,0,0,0
AC105393.2,0,0,0,0,0,0
AC105393.1,0,0,0,0,0,0
TRIM41,9.06068,9.31194,9.73086,9.65836,10.578,9.45254
CTD-2329C7.2,0,0,0,0,0,0
RP1-273G13.2,0,0,0,0,0,0
RP11-182J1.11,0,0,0,0,0,0
RP11-182J1.10,0,0,0,0,0,0
RP11-182J1.13,0.420722,0.230465,0.287988,0.548536,0.255998,0.436388
RP11-182J1.12,4.3941,2.80298,2.17063,4.5539,4.5587,3.54884
RN7SL391P,0,0,0,0.485144,0,0.399734
RP11-182J1.14,0.249886,0.587347,0.203974,0.642948,0.42853,0.469598
CTF1,3.19231,2.80645,2.90036,1.88113,2.31358,1.99089
RP11-354E11.2,0,0,0,0,0,0
ZNF706,55.7322,53.8088,53.7782,46.4552,47.5996,49.2324
AC122714.1,0,0,0,0,0,0
LDLR,46.8378,65.4182,59.9484,63.1122,71.1439,76.0381
AL133232.1,0,0,0,0,0,0
AC061992.1,0.12594,0.138589,0,0,0,0
TRNAI6,0,0,0,0,0,0
RP11-497H16.6,0,0,0,0.0237513,0.00767706,0
RP1-253P7.1,0,0,0,0,0,0
RP11-33G16.1,0,0,0,0,0,0
AP003356.1,0,0,0,0,0,0
RP11-497H16.4,0,0,0,0,0,0
UBFD1,16.2505,17.4624,17.0557,15.8896,18.8373,16.4601
OR2A41P,0,0,0,0,0,0
AP000403.3,0,0,0,0,0,0
FIZ1,4.41109,4.82255,4.53833,3.5954,3.35259,3.84213
RP11-344B2.2,2.93627,3.78755,3.39269,2.61408,2.48541,3.09806
RP11-344B2.3,0,0,0,0,0,0
RP11-2F20.1,0,0,0,0,0,0
KIAA0319L,15.2866,18.4321,17.838,31.89,28.0383,29.3586
MYF5,0.0633947,0,0,0,0,0
MYF6,0,0,0,0,0,0
RPS27AP14,0,0,0,0,0,0
RP11-54A9.1,12.7197,7.91406,9.24685,5.75471,5.03285,3.4974
RN7SL279P,0.957829,0,0.411539,0,0,0
AC115617.2,0,0,0.151251,0,0.0839217,0.114412
PRKCDBP,14.3565,11.2196,10.3436,10.2982,11.6036,11.8573
AC105227.1,0,0,0,0,0,0
PGAM1P6,0,0,0,0.130601,0.0605983,0
OR52L1,0,0,0,0,0,0
TOB1,49.5364,49.4286,41.7636,36.293,39.387,36.258
MYOD1,0.513444,0,0,0,0,0
MIR548AX,0,0,0,0,0,0
TOB2,16.3481,18.5773,18.9907,16.4164,11.5306,15.6365
MIR548AV,0,0,0,0,0,0
RP11-308K2.1,0,0,0,0,0,0
MIR548AT,0,0,0,0,0,0
CNOT7P1,0,0,0,0,0,0
MIR548AR,0,0,0,0,0,0
MIR548AS,0,0,0,0,0,0
MIR548AP,0,0,0,0,0,0
MIR548AQ,0,0,0,0,0,0
GPR126,26.7635,28.7654,27.9314,32.3286,39.0928,33.8223
MIR548AO,0,0,0,0,0,0
MIR548AL,0,0,0,0,0,0
GPR125,11.4793,12.6041,11.9086,20.5262,18.7722,19.1425
PIH1D3,0,0,0,0,0.0411395,0
GPR123,0,0,0,0,0,0
RN7SL326P,0,0,0,0,0,0
MIR548AI,0,0,0,0,0,0
RP5-1125N11.1,0,0,0,0,0,0
MIR548AD,0,0,0,0,0,0
NOS1AP,0.545875,0.396691,0.588407,0.389332,0.754055,0.555297
MIR548AC,0,0,0,0,0,0
GPR128,0,0,0,0.0190967,0.117262,0
RNU6-1090P,0,0,0,0,0,0
RGS22,0,0,0,0,0,0
RNF216P1,16.1229,15.9268,15.6031,8.83535,8.31468,9.89679
RP11-181K12.2,0,0.0499068,0,0,0,0.0504793
OR8B9P,0,0,0,0,0,0
RGS21,0,0,0,0,0,0
MIR548A1,0,0,0,0,0,0
RGS20,12.3937,9.07743,9.58609,6.27512,6.76752,8.75944
RP11-569A2.2,0,0,0,0,0,0
IKBKGP1,0,0,0,0,0,0
RP11-185O21.1,0,0,0,0,0,0
MTERFD3,1.85681,2.52862,2.19565,3.50658,3.23874,3.56562
MTERFD2,13.4737,12.1385,15.812,12.2249,14.4676,15.2329
CTD-2561J22.1,0,0,0,0,0,0
RP5-1107A17.4,0.0525575,0.053438,0.0133164,0.237227,0.0592438,0.0673818
BX682235.1,0,0,0,0,0,0
TFG,89.3855,81.9464,86.8269,56.7954,60.993,60.5282
HVCN1,0.41892,0.434726,0.398258,0.335437,0.299864,0.374149
RP11-67H2.1,0,0,0,0,0,0
RND1,1.82609,2.78631,2.6351,0.360041,0.478985,0.771406
RND2,0.274124,0.149948,0.179156,0.733621,0.283568,0.924027
RND3,109.001,88.6114,79.1826,51.601,49.3447,46.4269
CTNNBIP1,56.1598,51.531,53.6805,48.1174,51.9826,52.2687
RP11-312A15.3,0,0,0,0,0,0
RP11-328K15.1,0,0,0,0,0,0
RP11-477J21.6,0.305094,0.360814,0.0935525,0.799369,0.285069,0.360574
RNU6-961P,0,0,0,0,0,0
LRRC41,32.746,29.7475,32.4257,24.7408,26.0297,26.3886
LRRC40,10.7303,10.2699,10.3547,9.03047,10.5985,10.5807
LRRC43,1.18851,2.017,1.45452,2.03631,1.64288,1.16082
LRRC42,40.0801,34.4159,38.0874,22.1226,26.3924,24.3852
LRRC45,0.931127,0.998596,1.11144,2.68308,2.02983,2.39389
LRRC47,16.0217,18.003,18.4889,14.7678,15.1024,15.0257
LRRC46,0.313759,0.134134,0.100268,0.113228,0.157793,0.0870821
LRRC49,3.60724,4.40437,2.86153,1.77859,2.05884,1.60412
LRRC48,0.72695,1.16934,1.251587,3.23604,1.222104,2.218433
RP11-350D17.2,0,0,0,0,0,0
RP11-350D17.3,0.707005,0.244017,0.250772,0.430357,0.628484,0.992402
FNDC8,0.0238867,0.0244649,0.0732616,0,0.0271584,0.0740748
FNDC9,0,0.014983,0,0.017747,0,0.0151103
FNDC4,2.58867,2.30711,2.20928,1.87335,1.97104,2.00066
FNDC5,0.234674,0.0340803,0.0466023,0.322314,0.218455,0.0643761
MSX2P1,0,0,0,0,0,0
FNDC7,0,0,0,0,0.0111262,0
FNDC1,0,0.00980755,0,0,0,0.00453706
PWWP2B,8.38935,8.92361,9.3085,7.65362,7.96038,7.93709
RP5-1112D6.4,1.840156,2.253989,2.161488,4.683492,3.169591,3.250142
RNU6-1027P,0,0,0,0,0,0
PWWP2A,4.35978,5.68014,5.0095,4.6521,4.71463,4.57093
RN7SL213P,0,0,0,0,0,0
AC009305.1,0,0,0,0,0,0
RN7SL379P,0,0,0,0,0,0
RP11-31H5.1,0,0,0,0,0,0
CCDC153,0.497049,0.257439,0.207399,1.0572,0.786766,0.771447
CCDC150,0.822225,0.689808,0.814617,0.63807,0.369045,0.667195
CCDC151,0.0404362,0.0519975,0,0.141902,0.159904,0.017485
AC007535.1,0,0,0,0,0,0
CCDC154,0.0567872,0.0365183,0.0977703,0.0288075,0.0317693,0.0122739
CCDC155,0,0,0,0,0,0
Z83001.1,0,0.160742,0,0.189146,0,0
CCDC158,0.0420054,0.0610593,0.0247062,0.152117,0.045891,0.02505
CCDC159,16.6148,17.4755,18.1079,23.0755,24.4818,20.5799
CTC-421K24.1,0,0.256472,0,0,0,0
RP11-308D16.1,0,0.170407,0,0,0,0
RP1-191L6.2,0,0,0,0,0,0
LRRC4C,0,0,0.00990265,0.0117727,0,0
LRRC4B,15.8261,12.9503,12.7178,11.4349,12.9432,11.8297
RP11-2N5.2,0,0,0,0,0,0
RP1-273P12.1,0,0,0,0,0,0
RINL,3.96104,4.17535,3.29722,1.77394,1.76619,2.58907
CALD1,162.18,129.237,141.368,115.444,115.55,110.955
XXbac-BPG299F13.15,0,0,0,0,0,0
XXbac-BPG299F13.14,0,0,0,0,0,0.0981391
XXbac-BPG299F13.17,0.0858812,0.0435893,0.0433638,0.0515562,0.0483098,0.0439468
XXbac-BPG299F13.16,0,0,0,0,0,0
RP11-213H15.4,0.180275,0.441731,0.0929807,0,0,0.177083
RP1-23K20.2,0,0,0,0,0,0
RP11-213H15.1,0,0,0,0.0412786,0.0769599,0
TASP1,9.01674,8.38294,8.03867,5.477,4.1818,4.91132
RPL39P38,0,0,0,0,0,0
PCED1A,11.3092,9.10513,9.65635,7.76862,7.19453,7.32908
PCED1B,9.81226,9.01382,7.72801,3.26491,3.3646,2.90921
RPL39P33,0,0,0,0,0,0
RPL39P31,0,0,0,0,0,0
LLfos-48D6.1,0.803499,0.565146,0.214277,0.255881,0.394397,0.572937
RPL39P36,11.7189,13.225,13.1723,10.8788,8.03681,7.27646
RPL39P34,8.76392,7.74984,8.56999,6.27183,24.3173,6.67422
RN7SKP174,0,0,0,0,0,0
RP5-1014O16.9,0,0,0,0,0,0
AC139677.9,0,0,0,0,0,0
RN7SKP177,0,0,0,0,0,0
RN7SKP170,0,0,0,0,0,0
RN7SKP171,0,0,0,0,0,0
RN7SKP172,0,0,0,0.403506,0,0
RN7SKP173,2.80752,2.62574,3.08349,2.48988,3.25384,2.91219
AC139677.3,0,0,0,0,0,0
RP11-417P24.1,0,0,0,0,0,0
AC139677.1,0,0,0,0,0,0
RN7SKP178,0,0,0,0,0,0
RN7SKP179,0,0,0,0,0,0
AC139677.5,0,0,0,0,0,0
AC139677.4,0,0,0,0,0,0
CTAGE13P,0,0,0,0,0,0
UBE2L5P,0,0,0,0,0,0
RP11-323A7.1,0,0,0,0,0,0
AC024937.6,0.190664,0.111841,0,0.199589,0.0931639,0.0564682
RNU6-1321P,0,0,0,0,0,0
CNTROB,8.10887,8.16874,8.37931,9.08629,5.89892,6.88466
PALMD,7.86799,8.34266,7.70876,27.0018,26.3285,25.1672
HMGN2P32,0,0,0,0,0,0
HMGN2P35,0,0,0,0,0,0
HMGN2P34,0,0,0,0,0,0
AC007000.12,0.0769284,0.039788,0.0399089,0.0950642,0.0885276,0.0402268
HMGN2P36,0,0,0,0,0,0
HMGN2P39,0,0,0,0,0,0
HMGN2P38,0,0,0,0,0,0
RP11-1007O24.4,0,0,0,0,0,0
RP11-1007O24.2,0.0607402,0,0.125002,0.148852,0,0.0947226
RP11-1007O24.3,0.253298,0.28475,0.229434,0.192594,0.21042,0.259774
RP11-506B6.5,0,0,0,0,0,0
RNU4-84P,0,0,0,0,0,0
RP11-20I20.1,0.773802,0.634513,0.427925,0.799397,0.813707,1.30392
PALM3,0.0137394,0,0,0.033094,0.0154947,0.0281878
PALM2,32.8129,30.2261,30.0149,9.73958,11.6778,12.2035
RP11-230L22.4,0.109135,0.0570813,0,0,0,0
CTD-2269F5.1,0,0.104114,0.358522,0.857936,5.81674,1.02876
MANSC4,0.0345191,0,0,0,0.0395908,0
OR5T3,0,0,0,0,0,0
OR5T2,0,0,0,0,0,0
MANSC1,5.2103,6.56104,6.94703,4.55295,5.63848,5.08272
RNU6-810P,0,0,0,0,0,0
MAGEA2B,0,0,0,0,0,0
ICMT,30.3993,29.1871,30.1288,35.4235,35.1945,36.1504
MIR1912,0,0,0,0,0,0
MIR1913,0,0,0,0,0,0
MIR1910,0,0,0,0,0,0
MIR1911,0,0,0,0,0,0
GPR142,0,0,0,0,0,0
MIR1914,9.73853,8.64089,8.49139,8.57159,7.8926,7.68555
MIR1915,0,0,0,0,0,0
GS1-259H13.2,23.7794,26.8421,23.6814,17.1065,16.817,14.3213
FCF1,30.1615,28.508,31.858,28.3282,30.3604,28.4616
RP1-196A12.1,0,0,0,0,0,0
LINC00690,0,0,0,0,0,0
LINC00691,0,0,0,0.0544673,0,0.0286088
RP11-757C15.4,0.0794126,0.084395,0,0.204719,0,0
LINC00693,0,0,0.0295452,0,0.141377,0.0299213
LINC00694,0,0,0,0,0,0
ATP6V0A1,11.385,13.3983,14.0717,23.5357,27.0283,24.0307
ATP6V0A2,9.16145,8.72392,8.14659,5.46511,6.6113,5.54061
GPR98,0.156,0.0380335,0.0293786,0.419841,0.322036,0.238272
GPR97,105.394,93.2779,94.3741,102.67,101.143,95.3428
RP11-180M15.5,0,0,0,0,0,0
H2AFZP4,0.318782,0,0,0.221807,0.203454,0
H2AFZP5,0,0,0,0,0,0
H2AFZP6,0,0,0,0.20097,0.18364,0.332548
AC009236.2,0.267482,0.301935,0.438873,0.293853,0.121938,0.194013
H2AFZP1,0,0,0,0,0,0
RP11-472N13.3,0,0,0,0,0,0
RP11-472N13.2,0,0,0,0,0,0
RP11-344N17.11,0,0,0,0,0,0
MIR617,0,0,0,0,0,0
MIR616,0,0,0,0,0,0
MIR615,0,0,0,0,0,0
MIR614,34.2099,35.3015,35.2189,35.0433,40.3234,35.2877
MIR613,0,0,0,0,0,0
MIR611,128.828,91.7517,91.2398,56.2894,74.862,69.999
CTGLF10P,0,0.0389466,0,0,0.0143918,0
RP11-114I8.4,44.5281,34.0371,33.9047,19.4492,22.7817,24.7682
RP13-895J2.3,0,0,0,0,0,0
RP13-895J2.2,0,0,0,0,0,0
MIR619,0,0,0,0,0,0
MIR618,0,0,0,0,0,0
RNU6-141P,0,0,0,0,0,0
ATP5A1,184.186,183.557,188.717,275.632,273.932,273.169
SASH3,0,0,0,0,0,0
RP11-201K10.3,180.48,141.337,151.532,102.354,106.174,109.363
LINC00347,0,0,0,0,0,0
LINC00345,0,0,0,0,0,0
LINC00342,1.13998,1.46694,0.748707,2.30805,1.14666,1.31685
LINC00343,0,0,0,0,0,0
LINC00341,1.52951,1.35383,1.49075,0.081577,0.111573,0.194189
RP11-290O12.1,0,0,0,0,0,0
RP11-158C21.3,0,0,0,0,0,0
LINC00348,0,0,0,0,0,0
AC004702.2,0,0,0,0,0,0
PAX3,0,0,0,0.0198861,0,0
RN7SL32P,0,0.402986,0.421065,0.501497,0.458725,0.413146
